Districts,Palika,HLCIT_CODE,cbs code,Total_NE,Total_PE,Agriculture_NE,Agriculture_PE,Manufacturing_NE,Manufacturing_PE,Construction_NE,Construction_PE,Wholesales_NE,Wholesales_PE,Transportations_NE,Transportations_PE,Accommodations_NE,Accommodations_PE,Financial_NE,Financial_PE,Education_NE,Education_PE,Social_Work_NE,Social_Work_PE,Real_Eastate_NE,Real_Eastate_PE
Khotang,Baraha Pokhari Gaunpalika,524 1 12 4 007,10510,215,531,35,71,28,34,1,2,89,140,6,21,3,6,0,0,35,195,8,43,10,19
Khotang,Diprung Gaunpalika,524 1 12 4 004,10507,459,1074,94,116,39,63,2,8,188,337,7,21,25,44,6,8,52,378,25,64,21,35
Khotang,Halesi Tuwachung Municipality,524 1 12 3 001,10504,612,1514,55,72,42,72,0,0,251,403,11,43,114,231,9,35,88,525,17,87,25,46
Khotang,Jante Dhunga Gaunpalika,524 1 12 4 008,10509,249,613,33,65,24,29,0,0,90,129,6,29,29,43,4,8,37,241,11,46,15,23
Khotang,Kepilasgadhi Gaunpalika,524 1 12 4 002,10501,214,669,31,65,25,37,8,30,62,113,7,28,16,35,6,18,40,274,11,55,8,14
Khotang,Khotehang Gaunpalika,524 1 12 4 006,10508,449,1056,66,117,72,87,10,20,137,195,9,34,48,72,9,22,53,401,18,68,27,40
Khotang,Lamidanda Gaunpalika,524 1 12 4 003,10503,237,588,35,61,24,30,2,4,94,126,5,19,20,34,2,4,28,226,8,48,19,36
Khotang,Rupakot Majhuwagadhi Municipality,524 1 12 3 002,10505,1355,3714,98,149,166,283,12,224,604,994,18,122,204,361,29,181,102,967,33,187,89,246
Khotang,Sakela Gaunpalika,524 1 12 4 005,10506,214,565,37,121,40,54,6,22,76,101,2,10,6,7,1,5,29,201,4,24,13,20
Lalitpur,Bagmati Gaunpalika,524 3 25 4 001,20503,604,1684,24,97,282,556,4,21,154,295,1,3,46,91,9,65,53,378,4,29,27,149
Lalitpur,Godawari Municipality,524 3 25 3 001,30803,3279,15555,80,704,526,5385,26,266,1534,3476,12,65,673,1609,67,637,109,2270,40,386,212,757
Lalitpur,Konjyosom Gaunpalika,524 3 25 4 002,30804,326,1604,25,171,37,57,11,78,102,209,2,6,58,141,6,45,18,184,46,203,21,510
Lalitpur,Lalitpur Metropolitian City,524 3 25 1 001,30801,18357,97588,104,374,2125,13314,125,3245,9772,24226,185,6789,2856,11052,353,4934,525,14671,205,7190,2107,11793
Lalitpur,Mahalaxmi Municipality,524 3 25 3 002,10701,4058,12633,19,108,715,2587,18,81,2128,4373,14,84,684,1521,54,423,92,2100,33,574,301,782
Lalitpur,Mahankal Gaunpalika,524 3 25 4 003,30805,385,5344,49,187,48,113,7,22,110,211,4,15,34,67,11,35,29,252,37,155,56,4287
Lamjung,Bensi Shahar Municipality,524 4 37 3 002,40605,1772,12466,59,213,200,559,11,160,827,1689,24,129,297,771,74,7157,71,1003,65,350,144,435
Lamjung,Dordi Gaunpalika,524 4 37 4 003,40601,459,1186,24,39,30,38,8,58,204,356,9,30,41,71,11,20,55,421,50,114,27,39
Lamjung,Dudhapokhari Gaunpalika,524 4 37 4 004,40608,319,802,26,60,13,21,6,12,130,213,5,17,35,74,6,29,34,224,40,100,24,52
Lamjung,Kwhola Sothar Gaunpalika,524 4 37 4 001,40603,316,868,31,75,21,43,14,44,83,173,3,8,70,169,5,16,32,229,32,64,25,47
Lamjung,Madhya Nepal Municipality,524 4 37 3 001,40604,1115,2945,63,142,171,460,5,43,504,934,11,38,113,260,33,131,58,657,86,177,71,103
Lamjung,Marshyangdi Gaunpalika,524 4 37 4 002,40602,599,1689,6,16,53,99,12,163,193,352,3,12,144,341,27,82,58,459,62,113,41,52
Lamjung,Rainas Municipality,524 4 37 3 004,40607,562,1571,18,45,64,169,2,6,291,569,1,4,72,143,12,57,39,438,23,82,40,58
Lamjung,Sundarbazar Municipality,524 4 37 3 003,40606,1269,7868,56,212,166,445,18,125,578,1052,13,59,162,303,40,4344,62,915,53,186,121,227
Mahottari,Aurahi Municipality,524 2 18 3 003,20216,862,1335,7,11,40,105,0,0,713,902,0,0,50,65,3,35,19,153,3,8,27,56
Mahottari,Balawa Municipality,524 2 18 3 007,20407,1284,2189,2,2,86,195,0,0,976,1358,0,0,131,255,3,63,15,155,7,43,64,118
Mahottari,Bardibas Municipality,524 2 18 3 001,20401,2085,6750,35,79,157,549,31,339,1377,2827,14,112,280,785,28,826,54,834,28,221,81,178
Mahottari,Bhangaha Municipality,524 2 18 3 004,20405,782,1809,9,28,73,238,0,0,552,999,0,0,67,150,4,11,27,232,10,37,40,114
Mahottari,Ekadara Gaunpalika,524 2 18 4 003,20411,625,2656,25,204,53,186,1,4,402,704,2,7,43,107,3,344,23,587,1,8,72,505
Mahottari,Gaushala Municipality,524 2 18 3 002,20402,1275,3790,35,89,173,1013,1,14,780,1489,4,20,105,235,0,0,50,605,31,92,96,233
Mahottari,Jaleshwor Municipality,524 2 18 3 009,20415,1393,4261,6,14,136,687,2,71,830,1545,3,20,161,397,23,131,69,825,26,144,137,427
Mahottari,Loharpatti Municipality,524 2 18 3 008,20406,969,2043,1,2,109,220,0,0,660,1090,1,1,97,188,8,64,24,255,12,41,57,182
Mahottari,Mahottari Gaunpalika,524 2 18 4 004,20412,237,461,0,0,23,35,0,0,162,222,0,0,12,16,1,2,17,159,0,0,22,27
Mahottari,Manara Shisawa Municipality,524 2 18 3 006,20410,844,2267,39,116,107,610,1,1,484,799,1,2,72,165,5,13,32,282,12,67,91,212
Mahottari,Matihani Municipality,524 2 18 3 010,20414,756,2098,0,0,70,475,0,0,523,833,1,3,69,141,4,113,31,377,4,23,54,133
Mahottari,Pipara Gaunpalika,524 2 18 4 005,20413,714,1382,5,11,54,111,0,0,469,701,0,0,66,125,6,30,23,216,5,22,86,166
Mahottari,Ram Gopalpur Municipality,524 2 18 3 005,20408,821,3056,8,30,97,1230,1,1,516,1125,1,4,82,164,9,44,37,309,15,50,55,99
Mahottari,Samsi Gaunpalika,524 2 18 4 002,20409,681,1284,2,5,64,156,0,0,420,606,0,0,76,137,4,45,18,126,23,112,74,97
Mahottari,Sonama Gaunpalika,524 2 18 4 001,20403,721,1617,2,6,33,466,0,0,612,843,1,2,23,45,2,28,15,139,10,40,23,48
Makwanpur,Bagmati Gaunpalika,524 3 31 4 008,20503,720,1333,16,23,114,185,7,13,390,517,1,6,80,115,10,31,51,365,10,32,41,46
Makwanpur,Bakaiya Gaunpalika,524 3 31 4 007,31209,929,1903,59,142,141,233,13,37,469,661,3,12,68,111,17,29,82,533,18,56,59,89
Makwanpur,Bhimphedi Gaunpalika,524 3 31 4 004,31207,606,1419,22,36,40,72,7,152,278,354,2,3,146,239,15,61,54,380,10,53,32,69
Makwanpur,Hetauda Sub-Metropolitian City,524 3 31 2 001,31206,9209,31588,164,481,1192,7959,141,1242,4731,9634,112,690,1412,3347,195,1114,211,3572,185,1165,866,2384
Makwanpur,Indrasarowar Gaunpalika,524 3 31 4 005,31201,466,1066,7,28,34,57,6,68,218,297,1,5,144,340,9,35,25,180,6,31,16,25
Makwanpur,Kailash Gaunpalika,524 3 31 4 003,31203,335,855,7,25,54,85,4,16,153,259,0,0,40,82,5,26,45,262,5,27,22,73
Makwanpur,Makawanpurgadhi Gaunpalika,524 3 31 4 006,31208,721,1456,80,176,146,197,11,136,298,352,2,5,83,103,10,34,46,362,10,39,35,52
Makwanpur,Manahari Gaunpalika,524 3 31 4 001,31205,1307,2968,48,162,159,315,13,112,733,1259,1,6,233,420,21,94,45,468,11,50,43,82
Makwanpur,Raksirang Gaunpalika,524 3 31 4 002,31204,401,740,17,34,58,74,0,0,188,222,0,0,47,64,2,5,47,279,4,23,38,39
Makwanpur,Thaha Municipality,524 3 31 3 001,31202,1347,3254,45,95,178,441,19,143,534,786,7,38,356,666,35,212,57,637,12,65,104,171
Manang,Chame Gaunpalika,524 4 38 4 003,40203,143,450,3,12,3,7,3,18,24,55,2,13,72,180,11,46,5,61,3,23,17,35
Manang,Naraphu Gaunpalika,524 4 38 4 002,40201,44,104,0,0,4,4,2,10,0,0,0,0,27,58,0,0,2,11,4,13,5,8
Manang,Nashong Gaunpalika,524 4 38 4 004,40204,123,473,6,27,1,1,5,12,11,25,0,0,82,276,0,0,11,106,4,20,3,6
Manang,Neshang Gaunpalika,524 4 38 4 001,40202,177,668,7,71,3,3,2,5,12,19,2,12,130,425,1,4,9,69,8,39,3,21
Morang,Belbari Municipality,524 1 05 3 003,11205,2758,6196,10,59,260,600,2,10,1758,2825,3,19,397,741,44,209,70,1237,21,218,193,278
Morang,Biratnagar Metropolitian City,524 1 05 1 001,11214,10392,46796,23,97,1125,10005,51,495,5625,13022,89,1062,1731,4991,188,2043,270,6732,171,5254,1119,3095
Morang,Budhiganga Gaunpalika,524 1 05 4 004,11213,1537,12773,18,164,199,8979,7,244,902,1574,23,65,229,477,16,168,41,617,13,338,89,147
Morang,Dhanapalthan Gaunpalika,524 1 05 4 008,11216,1001,5779,8,154,118,3759,0,0,595,920,3,11,132,262,7,49,49,453,26,72,63,99
Morang,Gramthan Gaunpalika,524 1 05 4 005,11212,1176,3564,10,43,154,815,2,21,649,1112,6,24,137,266,31,183,46,792,28,112,113,196
Morang,Jahada Gaunpalika,524 1 05 4 007,11217,724,1618,10,35,83,180,0,0,430,747,0,0,80,138,6,18,44,371,19,51,52,78
Morang,Kanepokhari Gaunpalika,524 1 05 4 003,11206,1119,2970,10,40,137,389,0,0,655,1369,1,4,166,367,22,79,38,565,11,33,79,124
Morang,Katahari Gaunpalika,524 1 05 4 006,11215,1012,6004,2,67,115,3551,3,147,653,1096,1,1,111,231,7,379,30,382,7,25,83,125
Morang,Kerabari Gaunpalika,524 1 05 4 001,11203,1035,2200,9,19,90,198,6,97,665,879,7,24,112,184,28,121,53,547,17,61,48,70
Morang,Letang Municipality,524 1 05 3 001,11202,1129,3146,22,60,120,339,4,140,606,1204,4,11,188,432,42,110,52,650,10,57,81,143
Morang,Miklajung Gaunpalika,524 1 05 4 002,10908,856,2009,10,31,84,182,2,22,540,836,0,0,104,210,9,30,54,589,12,45,41,64
Morang,Pathari Shanishchare Municipality,524 1 05 3 004,11207,2489,6122,20,74,321,894,0,0,1458,2778,7,46,367,769,39,173,59,884,37,212,181,292
Morang,Rangeli Municipality,524 1 05 3 006,11211,1390,6049,56,315,148,2712,2,84,815,1492,2,8,178,392,23,131,38,568,23,149,105,198
Morang,Ratuwamai Municipality,524 1 05 3 008,11209,1682,4036,11,21,221,796,1,12,930,1512,2,14,236,470,28,117,69,792,19,50,165,252
Morang,Sundarharaicha Municipality,524 1 05 3 002,11204,3198,9016,35,138,434,1712,11,141,1828,3375,9,54,454,1129,63,262,78,1626,43,170,243,409
Morang,Sunwarshi Municipality,524 1 05 3 007,11210,956,2130,6,18,114,268,3,7,527,954,2,9,150,318,8,29,36,367,17,36,93,124
Morang,Urlabari Municipality,524 1 05 3 005,11208,2793,7479,30,152,358,1120,3,20,1708,3282,11,58,362,909,45,283,57,1040,32,250,187,365
Mugu,Chhayanath Rara Municipality,524 6 65 3 001,60202,849,2725,6,67,35,101,6,27,416,719,8,48,264,536,19,364,48,342,18,128,29,393
Mugu,Khatyad Gaunpalika,524 6 65 4 001,60204,457,1882,12,50,23,41,2,7,175,252,2,5,99,153,48,576,42,318,24,344,30,136
Mugu,Mugumakarmarog Gaunpalika,524 6 65 4 003,60201,125,372,1,2,13,18,1,2,15,31,1,1,59,136,0,0,14,90,5,29,16,63
Mugu,Soru Gaunpalika,524 6 65 4 002,60203,351,870,1,2,29,41,4,7,217,359,2,5,46,86,1,5,38,244,7,41,6,80
Mustang,Bahragaun Muktikshetra Gaunpalika,524 4 45 4 003,40303,166,563,1,2,3,8,0,0,13,28,4,9,114,358,1,6,14,85,7,22,9,45
Mustang,Dalome Gaunpalika,524 4 45 4 002,40301,87,234,4,18,4,11,0,0,18,34,3,10,45,112,0,0,8,32,4,15,1,2
Mustang,Gharpajhong Gaunpalika,524 4 45 4 004,40302,296,1354,0,0,24,90,13,510,87,130,3,10,114,295,13,94,10,131,10,48,22,46
Mustang,Lomanthang Gaunpalika,524 4 45 4 001,40304,94,266,0,0,7,20,0,0,22,50,3,5,51,140,0,0,4,33,2,9,5,9
Mustang,Thasang Gaunpalika,524 4 45 4 005,40305,132,689,1,4,7,28,0,0,43,155,3,8,59,254,1,4,12,189,3,22,3,25
Myagdi,Annapurna Gaunpalika,524 4 44 4 003,40401,609,2296,41,127,50,147,11,401,219,480,7,29,174,508,18,59,42,342,24,147,23,56
Myagdi,Beni Municipality,524 4 44 3 001,40406,1966,7261,139,722,257,693,46,75,939,2125,15,292,225,588,59,366,74,1046,60,651,152,703
Myagdi,Dhawalagiri Gaunpalika,524 4 44 4 001,40403,676,2044,56,228,164,373,91,124,173,489,26,73,57,161,27,88,31,273,21,92,30,143
Myagdi,Malika Gaunpalika,524 4 44 4 004,40404,673,1917,34,99,120,266,10,46,279,588,3,12,45,120,79,248,42,358,41,124,20,56
Myagdi,Mangala Gaunpalika,524 4 44 4 005,40405,615,1559,57,166,129,218,5,12,265,459,3,13,28,54,22,80,47,386,34,115,25,56
Myagdi,Raghuganga Gaunpalika,524 4 44 4 002,40402,524,1575,64,253,71,165,8,20,216,406,4,15,49,93,14,38,34,293,43,201,21,91
Nawalparasi West,Bardaghat Municipality,524 5 76 3 002,50701,2317,15256,52,201,283,1860,8,76,1349,2583,10,67,297,666,53,6674,53,993,32,1505,180,631
Nawalparasi East,Binayi Tribeni Gaunpalika,524 4 47 4 004,40808,1100,3127,10,50,93,389,7,151,600,1078,5,21,271,673,14,61,38,555,14,71,48,78
Nawalparasi East,Bulingtar Gaunpalika,524 4 47 4 002,40802,523,1135,6,10,36,52,23,38,255,461,6,25,28,39,22,32,48,328,45,89,54,61
Nawalparasi East,Bungdikali Gaunpalika,524 4 47 4 001,40803,565,1153,40,47,51,80,32,58,244,368,2,8,27,54,39,66,36,331,45,79,49,62
Nawalparasi East,Devchuli Municipality,524 4 47 3 003,40805,2054,6553,29,107,250,1904,13,162,1243,2182,6,28,294,671,30,163,52,1010,27,164,110,162
Nawalparasi East,Gaidakot Municipality,524 4 47 3 004,40801,2854,9937,67,507,388,2339,12,96,1556,2805,16,106,456,1170,48,614,73,1701,33,172,205,427
Nawalparasi East,Hupsekot Gaunpalika,524 4 47 4 003,40804,862,1832,88,140,99,171,9,25,449,685,2,7,73,121,14,56,49,521,35,49,44,57
Nawalparasi East,Kawasoti Municipality,524 4 47 3 002,40806,3165,10207,68,224,431,2212,14,150,1870,3640,15,70,414,1186,47,317,67,1367,34,439,205,602
Nawalparasi East,Madhya Bindu Municipality,524 4 47 3 001,40807,1622,4452,44,128,191,1162,5,32,1002,1536,7,28,203,419,26,118,52,859,14,67,78,103
Nawalparasi West,Palhinandan Gaunpalika,524 5 76 4 001,50704,756,1776,2,11,76,190,3,13,444,778,1,2,113,212,4,14,33,390,17,40,63,126
Nawalparasi West,Pratapapur Gaunpalika,524 5 76 4 003,50706,1419,3225,15,68,155,510,3,67,916,1458,3,6,131,277,16,80,45,555,21,74,114,130
Nawalparasi West,Ramgram Municipality,524 5 76 3 003,50703,2462,8105,38,118,254,2374,6,118,1478,2689,9,519,316,631,33,190,64,883,43,178,221,405
Nawalparasi West,Sarawal Gaunpalika,524 5 76 4 002,50705,769,3242,12,38,64,1572,0,0,480,895,1,1,109,216,3,14,26,322,17,72,57,112
Nawalparasi West,Sunawal Municipality,524 5 76 3 001,50702,2517,8736,61,200,268,2463,16,149,1436,2765,20,134,369,890,50,301,75,1449,22,61,200,324
Nawalparasi West,Susta Gaunpalika,524 5 76 4 004,50707,968,3526,12,34,139,951,1,8,598,885,2,9,89,176,13,911,37,417,13,42,64,93
Nuwakot,Belkotgadhi Municipality,524 3 28 3 002,30508,949,5069,112,357,127,2106,14,265,384,815,1,43,97,227,59,200,63,667,34,151,58,238
Nuwakot,Bidur Municipality,524 3 28 3 001,30504,3010,10480,148,397,341,1460,20,296,1434,3089,18,171,566,1430,91,755,105,1650,30,229,257,1003
Nuwakot,Dupcheshwor Gaunpalika,524 3 28 4 008,30501,760,1994,35,146,150,219,9,38,250,427,1,3,92,195,11,53,61,341,68,260,83,312
Nuwakot,Kakani Gaunpalika,524 3 28 4 009,30512,600,1958,93,379,62,160,3,21,221,392,2,8,95,240,19,105,50,424,14,69,41,160
Nuwakot,Kispang Gaunpalika,524 3 28 4 002,30505,409,1090,44,169,51,111,0,0,166,247,0,0,68,103,4,16,27,242,15,67,34,135
Nuwakot,Likhu Gaunpalika,524 3 28 4 006,10405,594,1833,57,237,86,229,10,70,280,627,1,2,65,150,15,62,26,288,12,54,42,114
Nuwakot,Meghang Gaunpalika,524 3 28 4 001,30506,404,1404,34,176,63,127,3,14,161,270,1,2,50,96,6,32,29,247,10,49,47,391
Nuwakot,Panchakanya Gaunpalika,524 3 28 4 007,30510,357,1012,33,64,73,207,5,54,138,283,2,4,19,39,14,29,33,235,12,36,28,61
Nuwakot,Shivapuri Gaunpalika,524 3 28 4 010,30511,352,1134,64,203,26,65,2,7,109,218,9,31,47,113,8,27,56,349,13,76,18,45
Nuwakot,Suryagadhi Gaunpalika,524 3 28 4 004,30503,404,1425,45,285,51,102,4,33,183,329,0,0,42,76,13,113,35,297,7,39,24,151
Nuwakot,Tadi Gaunpalika,524 3 28 4 005,30502,564,1614,54,153,88,172,10,81,207,394,1,1,64,134,17,68,45,332,18,81,60,198
Nuwakot,Tarakeshwor Gaunpalika,524 3 28 4 003,30507,391,1116,33,92,78,138,0,0,154,285,3,14,37,75,8,34,37,280,14,74,27,124
Okhaldhunga,Champadevi Gaunpalika,524 1 13 4 004,10406,269,734,5,5,11,16,0,0,146,247,5,21,31,63,2,4,46,316,21,60,2,2
Okhaldhunga,Chishankhu Gadhi Gaunpalika,524 1 13 4 006,10401,327,4163,24,1975,28,78,0,0,158,454,5,24,17,48,2,4,48,326,24,605,21,649
Okhaldhunga,Khiji Demba Gaunpalika,524 1 13 4 001,10404,479,4470,16,1044,30,72,8,125,215,419,6,23,63,138,5,117,34,275,45,870,57,1387
Okhaldhunga,Likhu Gaunpalika,524 1 13 4 002,10405,328,1154,4,19,31,61,11,35,163,331,4,12,15,34,13,60,27,238,27,146,33,218
Okhaldhunga,Manebhanjyang Gaunpalika,524 1 13 4 007,10408,522,1634,21,189,37,81,1,12,278,521,5,15,57,138,19,78,53,392,17,81,34,127
Okhaldhunga,Molung Gaunpalika,524 1 13 4 003,10403,557,2914,27,123,95,183,7,125,234,435,3,10,76,130,19,597,40,350,22,490,34,471
Okhaldhunga,Siddhicharan Municipality,524 1 13 3 001,10402,1442,5622,40,267,98,252,12,131,744,1389,18,104,195,433,49,867,74,702,48,450,164,1027
Okhaldhunga,Sunkoshi Gaunpalika,524 1 13 4 005,10407,422,1340,31,133,37,51,1,3,213,405,3,16,29,76,10,78,39,347,37,145,22,86
Palpa,Baganaskali Gaunpalika,524 5 46 4 005,50604,729,1812,48,99,65,147,8,12,294,560,3,8,102,215,13,41,43,465,72,138,81,127
Palpa,Mathagadhi Gaunpalika,524 5 46 4 004,50609,568,1499,19,30,75,205,8,19,316,596,1,3,65,117,10,35,43,420,9,46,22,28
Palpa,Nisdi Gaunpalika,524 5 46 4 008,50610,587,1464,86,122,44,65,2,12,282,531,1,10,82,159,3,6,64,503,13,40,10,16
Palpa,Purbakhola Gaunpalika,524 5 46 4 006,50602,545,1325,28,44,70,107,2,4,279,477,1,5,79,151,7,13,44,439,17,62,18,23
Palpa,Rainadevi Chhahara Gaunpalika,524 5 46 4 001,50607,520,1215,21,42,56,90,0,0,300,471,1,3,71,125,8,21,50,434,6,21,7,8
Palpa,Rambha Gaunpalika,524 5 46 4 007,50603,734,1560,51,62,80,134,5,16,356,568,2,8,84,165,21,67,43,407,47,83,45,50
Palpa,Rampur Municipality,524 5 46 3 002,50601,1353,4020,30,65,159,590,3,14,770,1539,9,53,185,420,32,189,68,903,35,151,62,96
Palpa,Ribdikot Gaunpalika,524 5 46 4 003,50606,681,1696,76,110,61,108,4,12,303,615,2,8,92,214,28,55,45,434,20,72,50,68
Palpa,Tansen Municipality,524 5 46 3 001,50605,2451,8891,51,153,289,738,11,172,1298,2678,16,174,448,1369,57,347,82,1580,28,1303,171,377
Palpa,Tinau Gaunpalika,524 5 46 4 002,50608,533,1420,71,104,19,55,0,0,224,428,1,6,98,324,13,27,38,368,46,74,23,34
Panchthar,Falelung Gaunpalika,524 1 02 4 003,10903,565,1583,14,51,81,169,20,94,233,485,4,12,10,23,17,37,58,406,15,55,113,251
Panchthar,Falgunanda Gaunpalika,524 1 02 4 005,10905,549,1264,8,14,80,124,3,7,283,420,5,14,77,118,10,34,51,453,11,48,21,32
Panchthar,Hilihan Gaunpalika,524 1 02 4 001,10902,612,1222,12,16,85,145,8,32,268,373,2,3,79,131,13,22,63,375,15,51,67,74
Panchthar,Kummayak Gaunpalika,524 1 02 4 004,10906,408,929,29,56,48,66,4,11,184,268,4,14,35,68,24,49,45,314,12,46,23,37
Panchthar,Miklajung Gaunpalika,524 1 02 4 007,10908,773,1777,16,29,98,179,3,4,400,632,5,29,94,163,17,51,71,536,13,63,56,91
Panchthar,Phidim Municipality,524 1 02 3 001,10904,1663,4841,11,184,178,548,18,229,891,1513,18,200,267,601,52,251,96,883,22,170,110,262
Panchthar,Tumbewa Gaunpalika,524 1 02 4 006,10907,306,634,12,14,45,57,1,1,138,183,1,2,19,29,2,3,53,281,9,36,26,28
Panchthar,Yangbarak Gaunpalika,524 1 02 4 002,10107,561,1284,7,15,73,124,6,56,322,511,6,21,34,51,21,60,55,366,9,41,28,39
Parbat,Bihadi Gaunpalika,524 4 42 4 003,41006,278,863,7,12,20,46,2,3,140,267,4,32,52,106,1,6,33,336,8,37,11,18
Parbat,Jaljala Gaunpalika,524 4 42 4 001,41002,858,2457,112,211,106,342,13,89,365,889,5,18,93,226,7,29,55,466,41,95,61,92
Parbat,Kushma Municipality,524 4 42 3 001,41003,1461,4046,69,146,162,484,5,42,761,1323,12,64,234,486,32,316,83,903,29,135,74,147
Parbat,Mahashila Gaunpalika,524 4 42 4 004,41005,204,606,7,12,10,18,1,9,103,171,3,8,32,61,4,10,27,251,12,51,5,15
Parbat,Modi Gaunpalika,524 4 42 4 002,41001,706,1803,42,78,88,191,3,18,349,592,7,23,74,145,12,45,57,559,25,74,49,78
Parbat,Paiyu Gaunpalika,524 4 42 4 005,41007,546,1416,30,68,74,146,1,4,280,488,5,14,71,135,11,53,36,413,9,47,29,48
Parbat,Phalebas Municipality,524 4 42 3 002,41004,667,1792,44,62,86,174,8,31,294,490,10,42,93,169,13,66,57,606,20,94,42,58
Parsa,Bahudarmai Municipality,524 2 34 3 002,20808,686,2010,14,45,78,282,0,0,441,728,2,9,42,85,7,60,28,319,10,314,64,168
Parsa,Bindabasini Gaunpalika,524 2 34 4 010,20814,484,1054,17,48,36,154,0,0,325,497,3,5,40,70,4,20,23,201,3,19,33,40
Parsa,Birgunj Metropolitian City,524 2 34 1 001,20807,8811,32910,9,31,998,6408,58,221,5266,12043,99,636,1003,2657,139,1413,207,4146,122,3061,910,2294
Parsa,Chhipaharmai Gaunpalika,524 2 34 4 007,20812,408,884,2,4,38,82,0,0,261,452,5,14,21,54,3,7,21,164,15,44,42,63
Parsa,Dhobini Gaunpalika,524 2 34 4 006,20811,257,717,10,28,20,121,2,22,162,305,2,6,19,30,5,23,16,127,5,31,16,24
Parsa,Jagarnathpur Gaunpalika,524 2 34 4 005,20803,390,1325,6,24,41,637,1,4,272,437,2,5,27,48,1,1,21,119,6,33,13,17
Parsa,Jirabhawani Gaunpalika,524 2 34 4 002,20802,469,949,1,3,52,127,0,0,301,461,6,10,38,71,9,40,22,155,9,36,31,46
Parsa,Kalikamai Gaunpalika,524 2 34 4 008,20810,215,456,16,36,11,22,1,6,146,192,1,5,7,14,1,5,9,115,4,17,19,44
Parsa,Pakaha Mainpur Gaunpalika,524 2 34 4 009,20813,337,780,15,47,23,96,0,0,214,344,4,15,15,31,2,5,21,146,5,27,38,69
Parsa,Parsagadhi Municipality,524 2 34 3 003,20806,870,2728,7,19,89,593,11,349,502,925,17,54,76,153,66,116,33,334,17,92,52,93
Parsa,Paterwa Sugauli Gaunpalika,524 2 34 4 003,20804,386,797,0,0,40,104,0,0,279,458,1,3,23,46,4,16,15,125,3,12,21,33
Parsa,Pokhariya Municipality,524 2 34 3 001,20809,914,2086,3,9,88,449,2,5,591,852,3,10,55,111,17,89,35,262,16,100,104,199
Parsa,Sakhuwa Prasauni Gaunpalika,524 2 34 4 004,20805,883,2029,12,37,64,381,0,0,633,1055,1,1,75,163,4,18,24,231,7,29,63,114
Parsa,Thori Gaunpalika,524 2 34 4 001,20801,615,1385,14,24,68,156,5,6,332,575,3,11,99,188,18,59,26,289,8,30,42,47
Pyuthan,Aairawati Gaunpalika,524 5 55 4 007,50308,550,2621,60,546,80,255,13,138,258,899,3,16,47,167,5,32,48,357,8,50,28,161
Pyuthan,Gaumukhi Gaunpalika,524 5 55 4 002,50301,431,1680,39,471,45,71,14,94,210,368,6,18,40,75,5,45,48,360,7,47,17,131
Pyuthan,Jhimaruk Gaunpalika,524 5 55 4 003,50303,563,2392,57,491,58,110,8,128,275,636,3,8,47,92,18,150,60,484,6,37,31,256
Pyuthan,Mallarani Gaunpalika,524 5 55 4 005,50307,447,2228,32,290,52,99,16,128,193,496,7,229,50,125,13,101,32,472,8,47,44,241
Pyuthan,Mandavi Gaunpalika,524 5 55 4 004,50306,423,1518,30,271,39,54,4,107,211,386,5,20,62,154,16,137,29,262,6,50,21,77
Pyuthan,Naubahini Gaunpalika,524 5 55 4 001,50302,616,1738,50,337,48,79,5,23,371,597,3,11,52,95,5,28,46,409,14,64,22,95
Pyuthan,Pyuthan Municipality,524 5 55 3 002,50304,1248,4771,59,532,123,288,14,168,608,1404,11,48,173,484,39,286,73,740,16,148,132,673
Pyuthan,Sarumarani Gaunpalika,524 5 55 4 006,50309,510,1620,57,471,57,137,7,59,248,413,3,7,70,128,8,27,31,253,5,21,24,104
Pyuthan,Sworgadwari Municipality,524 5 55 3 001,50305,818,2805,60,572,96,200,11,113,427,720,5,20,85,177,13,69,76,577,13,66,32,291
Ramechhap,Doramba Gaunpalika,524 3 21 4 002,31007,724,3692,141,1103,95,150,5,27,262,422,2,11,45,102,37,628,57,391,18,124,62,734
Ramechhap,Gokulganga Gaunpalika,524 3 21 4 003,31002,526,1705,39,268,58,149,9,53,214,377,1,3,107,208,31,190,43,354,8,46,16,57
Ramechhap,Khandadevi Gaunpalika,524 3 21 4 005,31006,522,2881,60,673,27,48,8,60,206,402,1,4,48,96,11,103,57,422,53,548,51,525
Ramechhap,Likhu Gaunpalika,524 3 21 4 006,10405,648,2597,59,529,65,119,8,43,303,510,3,10,79,147,39,281,46,367,11,98,35,493
Ramechhap,Manthali  Municipality,524 3 21 3 001,31005,1352,4772,114,546,157,460,18,129,570,1227,6,31,177,461,116,587,86,769,32,235,76,327
Ramechhap,Ramechhap Municipality,524 3 21 3 002,31004,727,2716,89,566,65,119,5,38,290,510,5,17,96,170,55,377,63,485,27,272,32,162
Ramechhap,Sunapati Gaunpalika,524 3 21 4 001,31008,411,1981,40,635,89,283,2,18,159,304,5,16,30,55,11,134,36,314,14,67,25,155
Ramechhap,Umakunda Gaunpalika,524 3 21 4 004,31001,711,2474,42,225,69,116,45,380,208,423,5,14,90,188,105,421,43,284,36,129,68,294
Rasuwa,Gosaikunda Gaunpalika,524 3 29 4 002,30301,459,1419,1,3,12,46,2,106,120,207,3,26,283,759,16,89,9,90,5,47,8,46
